=== ciu ===
CIU_CHIP_ID                  0xd4282c00 0x00B02128
42         GPIO42     0x0FC      [0x00000802 2]  GPIO        MMC2       *TWSI5       NONE        NONE        NONE        NONE
43         GPIO43     0x100      [0x0000D003 3]  GPIO        TWSI2       UART4      *SSP1        UART2       UART3       NONE
44         GPIO44     0x104      [0x00001003 3]  GPIO        TWSI2       UART4      *SSP1        UART2       UART3       NONE
45         GPIO45     0x108      [0x00001003 3]  GPIO        UART1       UART4      *SSP1        UART2       UART3       NONE
46         GPIO46     0x10C      [0x00001000 0] *GPIO        UART1       UART4       SSP1        UART2       UART3       NONE
47         GPIO47     0x110      [0x00000803 3]  GPIO        UART2       SSP2       *TWSI6       CAM2        AAS_SPI     AAS_GPIO
48         GPIO48     0x114      [0x00000803 3]  GPIO        UART2       SSP2       *TWSI6       CAM2        AAS_SPI     AAS_GPIO
49         GPIO49     0x118      [0x0000D0C0 0] *GPIO        UART2       SSP2        PWM         CCIC2       AAS_SPI     NONE
50         GPIO50     0x11C      [0x0000D0C0 0] *GPIO        UART2       SSP2        PWM         CCIC2       AAS_SPI     NONE
51         GPIO51     0x120      [0x00001001 1]  GPIO       *UART3       ROT         AAS_GPIO    PWM         NONE        NONE
52         GPIO52     0x124      [0x00001001 1]  GPIO       *UART3       ROT         AAS_GPIO    PWM         NONE        NONE
53         GPIO53     0x128      [0x0000D0C0 0] *GPIO        UART3       TWSI2       VCXO_REQ    NONE        PWM         NONE
54         GPIO54     0x12C      [0x0000D0C0 0] *GPIO        UART3       TWSI2       VCXO_OUT    HDMI        PWM         NONE
55         GPIO55     0x130      [0x00006400 0] *GPIO        SSP2        SSP1        UART2       ROT         TWSI2       SSP3
56         GPIO56     0x134      [0x00006000 0] *GPIO        SSP2        SSP1        UART2       ROT         TWSI2       KP_DK
57         GPIO57     0x138      [0x00006400 0] *GPIO        SSP2_RX     SSP1_TXRX   SSP2_FRM    SSP1_RX     VCXO_REQ    KP_DK
58         GPIO58     0x13C      [0x00006000 0] *GPIO        SSP2        SSP1_RX     SSP1_FRM    SSP1_TXRX   VCXO_REQ    KP_DK
59         GPIO59     0x280      [0x0000D0C0 0] *GPIO        CCIC1       ULPI        MMC3        CCIC2       UART3       UART4
60         GPIO60     0x284      [0x0000D0C0 0] *GPIO        CCIC1       ULPI        MMC3        CCIC2       UART3       UART4
61         GPIO61     0x288      [0x0000D0C0 0] *GPIO        CCIC1       ULPI        MMC3        CCIC2       UART3       HDMI
62         GPIO62     0x28C      [0x0000D0C0 0] *GPIO        CCIC1       ULPI        MMC3        CCIC2       UART3       NONE
63         GPIO63     0x290      [0x0000D0C0 0] *GPIO        CCIC1       ULPI        MMC3        CCIC2       MSP         UART4
64         GPIO64     0x294      [0x0000D0C0 0] *GPIO        CCIC1       ULPI        MMC3        CCIC2       MSP         UART4
65         GPIO65     0x298      [0x0000D0C0 0] *GPIO        CCIC1       ULPI        MMC3        CCIC2       MSP         UART4
66         GPIO66     0x29C      [0x0000D0C0 0] *GPIO        CCIC1       ULPI        MMC3        CCIC2       MSP         UART4
67         GPIO67     0x2A0      [0x0000D0C0 0] *GPIO        CCIC1       ULPI        MMC3        CCIC2       MSP         NONE
68         GPIO68     0x2A4      [0x0000D0C0 0] *GPIO        CCIC1       ULPI        MMC3        CCIC2       MSP         LCD
69         GPIO69     0x2A8      [0x0000D0C0 0] *GPIO        CCIC1       ULPI        MMC3        CCIC2       NONE        LCD
70         GPIO70     0x2AC      [0x0000D0C0 0] *GPIO        CCIC1       ULPI        MMC3        CCIC2       MSP         LCD
71         GPIO71     0x2B0      [0x00000801 1]  GPIO       *TWSI3       NONE        PWM         NONE        NONE        LCD
72         GPIO72     0x2B4      [0x00000801 1]  GPIO       *TWSI3       HDMI        PWM         NONE        NONE        LCD
73         GPIO73     0x2B8      [0x0000D0C0 0] *GPIO        VCXO_REQ    32K_CLKOUT  PWM         VCXO_OUT    NONE        LCD
74         GPIO74     0x170      [0x00000801 1]  GPIO       *LCD         SMC         MMC4        SSP3        UART2       UART4
75         GPIO75     0x174      [0x00000801 1]  GPIO       *LCD         SMC         MMC4        SSP3        UART2       UART4
76         GPIO76     0x178      [0x0000D801 1]  GPIO       *LCD         SMC         MMC4        SSP3        UART2       UART4
77         GPIO77     0x17C      [0x00000801 1]  GPIO       *LCD         SMC         MMC4        SSP3        UART2       UART4
78         GPIO78     0x180      [0x00000801 1]  GPIO       *LCD         HDMI        MMC4        NONE        SSP4        AAS_SPI
79         GPIO79     0x184      [0x00000801 1]  GPIO       *LCD         AAS_GPIO    MMC4        NONE        SSP4        AAS_SPI
80         GPIO80     0x188      [0x00000801 1]  GPIO       *LCD         AAS_GPIO    MMC4        NONE        SSP4        AAS_SPI
81         GPIO81     0x18C      [0x00000801 1]  GPIO       *LCD         AAS_GPIO    MMC4        NONE        SSP4        AAS_SPI
82         GPIO82     0x190      [0x00000801 1]  GPIO       *LCD         NONE        MMC4        NONE        NONE        CCIC2
83         GPIO83     0x194      [0x00000801 1]  GPIO       *LCD         NONE        MMC4        NONE        NONE        CCIC2
84         GPIO84     0x198      [0x00000801 1]  GPIO       *LCD         SMC         MMC2        NONE        TWSI5       AAS_TWSI
85         GPIO85     0x19C      [0x00000801 1]  GPIO       *LCD         SMC         MMC2        NONE        TWSI5       AAS_TWSI
86         GPIO86     0x1A0      [0x00000801 1]  GPIO       *LCD         SMC         MMC2        NONE        TWSI6       CCIC2
87         GPIO87     0x1A4      [0x00000801 1]  GPIO       *LCD         SMC         MMC2        NONE        TWSI6       CCIC2
88         GPIO88     0x1A8      [0x00000801 1]  GPIO       *LCD         AAS_GPIO    MMC2        NONE        NONE        CCIC2
89         GPIO89     0x1AC      [0x00000801 1]  GPIO       *LCD         AAS_GPIO    MMC2        NONE        NONE        CCIC2
90         GPIO90     0x1B0      [0x00000801 1]  GPIO       *LCD         AAS_GPIO    MMC2        NONE        NONE        CCIC2
91         GPIO91     0x1B4      [0x00000801 1]  GPIO       *LCD         AAS_GPIO    MMC2        NONE        NONE        CCIC2
92         GPIO92     0x1B8      [0x00000801 1]  GPIO       *LCD         AAS_GPIO    MMC2        NONE        NONE        CCIC2
93         GPIO93     0x1BC      [0x00000801 1]  GPIO       *LCD         AAS_GPIO    MMC2        NONE        NONE        CCIC2
94         GPIO94     0x1C0      [0x00000801 1]  GPIO       *LCD         AAS_GPIO    SPI         NONE        AAS_SPI     CCIC2
95         GPIO95     0x1C4      [0x00000801 1]  GPIO       *LCD         TWSI3       SPI         AAS_DEU_EX  AAS_SPI     CCIC2
96         GPIO96     0x1C8      [0x00000801 1]  GPIO       *LCD         TWSI3       SPI         AAS_DEU_EX  AAS_SPI     NONE
97         GPIO97     0x1CC      [0x00000801 1]  GPIO       *LCD         TWSI6       SPI         AAS_DEU_EX  AAS_SPI     NONE
98         GPIO98     0x1D0      [0x00000801 1]  GPIO       *LCD         TWSI6       SPI         ONE_WIRE    NONE        NONE
99         GPIO99     0x1D4      [0x00000801 1]  GPIO       *LCD         SMC         SPI         TWSI5       NONE        NONE
100        GPIO100    0x1D8      [0x00000801 1]  GPIO       *LCD         SMC         SPI         TWSI5       NONE        NONE
101        GPIO101    0x1DC      [0x00000801 1]  GPIO       *LCD         SMC         SPI         NONE        NONE        NONE
102        GPIO102    0x000      [0x000090C0 0] *USIM        GPIO        FSIC        KP_DK       LCD         NONE        NONE
103        GPIO103    0x004      [0x0000D0C0 0] *USIM        GPIO        FSIC        KP_DK       LCD         NONE        NONE
104        GPIO104    0x1FC      [0x00000000 0] *NAND        GPIO        NONE        NONE        NAND        NONE        NONE
105        GPIO105    0x1F8      [0x00000000 0] *NAND        GPIO        NONE        NONE        NAND        NONE        NONE
106        GPIO106    0x1F4      [0x00000000 0] *NAND        GPIO        NONE        NONE        NAND        NONE        NONE
107        GPIO107    0x1F0      [0x00000000 0] *NAND        GPIO        NONE        NONE        NAND        NONE        NONE
108        GPIO108    0x21C      [0x00001002 2]  NAND        GPIO       *NONE        NONE        NAND        NONE        NONE
109        GPIO109    0x218      [0x00001002 2]  NAND        GPIO       *NONE        NONE        NAND        NONE        NONE
110        GPIO110    0x214      [0x00001002 2]  NAND        GPIO       *NONE        NONE        NAND        NONE        NONE
111        GPIO111    0x200      [0x00001002 2]  NAND        GPIO       *MMC3        NONE        NONE        NONE        NONE
112        GPIO112    0x244      [0x00000000 0] *NAND        GPIO        MMC3        SMC         NONE        NONE        NONE
113        GPIO113    0x25C      [0x0000D8C0 0] *SMC         GPIO        EXT_DMA     MMC3        SMC         HDMI        NONE
114        GPIO114    0x164      [0x0000D0C0 0] *G_CLKOUT    32K_CLKOUT  HDMI        NONE        NONE        NONE        NONE
115        GPIO115    0x260      [0x0000D0C0 0] *GPIO        NONE        AC          UART4       UART3       SSP1        NONE
116        GPIO116    0x264      [0x0000D0C0 0] *GPIO        NONE        AC          UART4       UART3       SSP1        NONE
117        GPIO117    0x268      [0x0000D0C0 0] *GPIO        NONE        AC          UART4       UART3       SSP1        NONE
118        GPIO118    0x26C      [0x0000D0C0 0] *GPIO        NONE        AC          UART4       UART3       SSP1        NONE
119        GPIO119    0x270      [0x0000D0C0 0] *GPIO        NONE        CA          SSP3        NONE        NONE        NONE
120        GPIO120    0x274      [0x0000D0C0 0] *GPIO        NONE        CA          SSP3        NONE        NONE        NONE
121        GPIO121    0x278      [0x0000D0C0 0] *GPIO        NONE        CA          SSP3        NONE        NONE        NONE
122        GPIO122    0x27C      [0x0000D0C0 0] *GPIO        NONE        CA          SSP3        NONE        NONE        NONE
123        GPIO123    0x148      [0x0000D0C0 0] *GPIO        SLEEP_IND   ONE_WIRE    32K_CLKOUT  NONE        NONE        NONE
124        GPIO124    0x00C      [0x0000D0C0 0] *GPIO        MMC1        LCD         MMC3        NAND        NONE        NONE
125        GPIO125    0x010      [0x0000D0C0 0] *GPIO        MMC1        LCD         MMC3        NAND        NONE        NONE
126        GPIO126    0x014      [0x00004000 0] *GPIO        MMC1        LCD         MMC3        NAND        NONE        NONE
127        GPIO127    0x018      [0x00004000 0] *GPIO        NONE        LCD         MMC3        NAND        NONE        NONE
128        GPIO128    0x01C      [0x0000D0C0 0] *GPIO        NONE        LCD         MMC3        NAND        NONE        NONE
129        GPIO129    0x020      [0x0000D0C0 0] *GPIO        MMC1        LCD         MMC3        NAND        NONE        NONE
130        GPIO130    0x024      [0x0000D0C0 0] *GPIO        MMC1        LCD         MMC3        NAND        NONE        NONE
131        GPIO131    0x028      [0x00001001 1]  GPIO       *MMC1        NONE        MSP         NONE        NONE        NONE
132        GPIO132    0x02C      [0x00001001 1]  GPIO       *MMC1        PRI_JTAG    MSP         SSP3        AAS_JTAG    NONE
133        GPIO133    0x030      [0x00001001 1]  GPIO       *MMC1        PRI_JTAG    MSP         SSP3        AAS_JTAG    NONE
134        GPIO134    0x034      [0x00001001 1]  GPIO       *MMC1        PRI_JTAG    MSP         SSP3        AAS_JTAG    NONE
135        GPIO135    0x038      [0x00001001 1]  GPIO       *NONE        LCD         MMC3        NAND        NONE        NONE
136        GPIO136    0x03C      [0x00001001 1]  GPIO       *MMC1        PRI_JTAG    MSP         SSP3        AAS_JTAG    NONE
137        GPIO137    0x040      [0x0000D0C0 0] *GPIO        HDMI        LCD         MSP         NONE        NONE        NONE
138        GPIO138    0x044      [0x0000D0C0 0] *GPIO        NONE        LCD         MMC3        SMC         NONE        NONE
139        GPIO139    0x048      [0x0000D0C0 0] *GPIO        MMC1        PRI_JTAG    MSP         NONE        AAS_JTAG    NONE
140        GPIO140    0x04C      [0x0000C001 1]  GPIO       *MMC1        LCD         NONE        NONE        UART2       UART1
141        GPIO141    0x050      [0x0000C001 1]  GPIO       *MMC1        LCD         NONE        NONE        UART2       UART1
142        GPIO142    0x008      [0x0000D0C0 0] *USIM        GPIO        FSIC        KP_DK       NONE        NONE        NONE
143        GPIO143    0x220      [0x00000000 0] *NAND        GPIO        SMC         NONE        NAND        NONE        NONE
144        GPIO144    0x224      [0x00000000 0] *NAND        GPIO        SMC_INT     SMC         NAND        NONE        NONE
145        GPIO145    0x228      [0x00001002 2]  SMC         GPIO       *NONE        NONE        SMC         NONE        NONE
146        GPIO146    0x22C      [0x00001002 2]  SMC         GPIO       *NONE        NONE        SMC         NONE        NONE
147        GPIO147    0x230      [0x00000000 0] *NAND        GPIO        NONE        NONE        NAND        NONE        NONE
148        GPIO148    0x234      [0x00000000 0] *NAND        GPIO        NONE        NONE        NAND        NONE        NONE
149        GPIO149    0x238      [0x00000000 0] *NAND        GPIO        NONE        NONE        NONE        NONE        NONE
150        GPIO150    0x23C      [0x00000000 0] *NAND        GPIO        NONE        NONE        NAND        NONE        NONE
151        GPIO151    0x240      [0x00000000 0] *SMC         GPIO        MMC3        NONE        NONE        NONE        NONE
152        GPIO152    0x248      [0x00000000 0] *SMC         GPIO        NONE        NONE        SMC         NONE        NONE
153        GPIO153    0x24C      [0x0000D8C0 0] *SMC         GPIO        NONE        NONE        SMC         NONE        NONE
154        GPIO154    0x254      [0x00000000 0] *SMC_INT     GPIO        SMC         NONE        NAND        NONE        NONE
155        GPIO155    0x258      [0x0000D8C0 0] *EXT_DMA     GPIO        SMC         NONE        EXT_DMA     NONE        NONE
156        GPIO156    0x14C      [0x0000D8C0 0] *PRI_JTAG    GPIO        PWM         NONE        NONE        NONE        NONE
157        GPIO157    0x150      [0x0000D8C0 0] *PRI_JTAG    GPIO        PWM         NONE        NONE        NONE        NONE
158        GPIO158    0x154      [0x0000D8C0 0] *PRI_JTAG    GPIO        PWM         NONE        NONE        NONE        NONE
159        GPIO159    0x158      [0x0000D8C0 0] *PRI_JTAG    GPIO        PWM         NONE        NONE        NONE        NONE
160        GPIO160    0x250      [0x0000D8C0 0] *NAND        GPIO        SMC         NONE        NAND        NONE        NONE
161        GPIO161    0x210      [0x00001002 2]  NAND        GPIO       *NONE        NONE        NAND        NONE        NONE
162        GPIO162    0x20C      [0x00001002 2]  NAND        GPIO       *MMC3        NONE        NONE        NONE        NONE
163        GPIO163    0x208      [0x00001002 2]  NAND        GPIO       *MMC3        NONE        NONE        NONE        NONE
164        GPIO164    0x204      [0x00001002 2]  NAND        GPIO       *MMC3        NONE        NONE        NONE        NONE
165        GPIO165    0x1EC      [0x00000000 0] *NAND        GPIO        MMC3        NONE        NONE        NONE        NONE
166        GPIO166    0x1E8      [0x00000000 0] *NAND        GPIO        MMC3        NONE        NONE        NONE        NONE
167        GPIO167    0x1E4      [0x00000000 0] *NAND        GPIO        MMC3        NONE        NONE        NONE        NONE
168        GPIO168    0x1E0      [0x00000000 0] *NAND        GPIO        MMC3        NONE        NONE        NONE        NONE
169        TWSI4_SCL  0x2BC      [0x00000800 0] *TWSI4       LCD         NONE        NONE        NONE        NONE        NONE
170        TWSI4_SDA  0x2C0      [0x00000800 0] *TWSI4       LCD         NONE        NONE        NONE        NONE        NONE
171        G_CLKREQ   0x160      [0x000090C0 0] *G_CLKREQ    ONE_WIRE    NONE        NONE        NONE        NONE        NONE
172        VCXO_REQ   0x168      [0x0000B0C0 0] *VCXO_REQ    ONE_WIRE    PLL         NONE        NONE        NONE        NONE
173        VCXO_OUT   0x16C      [0x000090C0 0] *VCXO_OUT    32K_CLKOUT  NONE        NONE        NONE        NONE        NONE

=== twsi0 ===
TWSI_BMR0    0xd4011000 0x00000003
TWSI_DBR0    0xd4011008 0x00000003
TWSI_CR0     0xd4011010 0x000097E0
TWSI_SR0     0xd4011018 0x00000002
TWSI_SAR0    0xd4011020 0x0000007E
TWSI_LCR0    0xd4011028 0x300C3A7E
TWSI_WCR0    0xd4011030 0x0000143A
TWSI_WFIFO0  0xd4011040 0x00000000
WFIFO_WPTR0  0xd4011044 0x00000000
WFIFO_RPTR0  0xd4011048 0x00000000
TWSI_RFIFO0  0xd4011050 0x00000000
RFIFO_WPTR0  0xd4011054 0x00000000
RFIFO_WPTR0  0xd4011058 0x00000000

=== twsi1 ===
TWSI_BMR1    0xd4031000 0x00000003
TWSI_DBR1    0xd4031008 0x00000000
TWSI_CR1     0xd4031010 0x00010000
TWSI_SR1     0xd4031018 0x00000000
TWSI_SAR1    0xd4031020 0x00000000
TWSI_LCR1    0xd4031028 0x300C3A7E
TWSI_WCR1    0xd4031030 0x0000143A
TWSI_WFIFO1  0xd4031040 0x00000000
WFIFO_WPTR1  0xd4031044 0x00000000
WFIFO_RPTR1  0xd4031048 0x00000000
TWSI_RFIFO1  0xd4031050 0x00000000
RFIFO_WPTR1  0xd4031054 0x00000000
RFIFO_WPTR1  0xd4031058 0x00000000

=== twsi3 ===
TWSI_BMR3    0xd4033000 0x00000003
TWSI_DBR3    0xd4033008 0x00000003
TWSI_CR3     0xd4033010 0x000000E0
TWSI_SR3     0xd4033018 0x00000000
TWSI_SAR3    0xd4033020 0x0000007E
TWSI_LCR3    0xd4033028 0x300C3A7E
TWSI_WCR3    0xd4033030 0x0000143A
TWSI_WFIFO3  0xd4033040 0x00000000
WFIFO_WPTR3  0xd4033044 0x00000000
WFIFO_RPTR3  0xd4033048 0x00000000
TWSI_RFIFO3  0xd4033050 0x00000000
RFIFO_WPTR3  0xd4033054 0x00000000
RFIFO_WPTR3  0xd4033058 0x00000000

=== twsi5 ===
TWSI_BMR5    0xd4034000 0x00000003
TWSI_DBR5    0xd4034008 0x000000A0
TWSI_CR5     0xd4034010 0x000000E0
TWSI_SR5     0xd4034018 0x00000002
TWSI_SAR5    0xd4034020 0x0000007E
TWSI_LCR5    0xd4034028 0x300C3A7E
TWSI_WCR5    0xd4034030 0x0000143A
TWSI_WFIFO5  0xd4034040 0x00000000
WFIFO_WPTR5  0xd4034044 0x00000000
WFIFO_RPTR5  0xd4034048 0x00000000
TWSI_RFIFO5  0xd4034050 0x00000000
RFIFO_WPTR5  0xd4034054 0x00000000
RFIFO_WPTR5  0xd4034058 0x00000000

=== lcdc ===
LCD_SPU_ADV_REG            0xd420b084 0x283EFF00
LCD_SPU_DMA_START_ADDR_Y0  0xd420b0c0 0x00000000
LCD_SPU_DMA_START_ADDR_U0  0xd420b0c4 0x00000000
LCD_SPU_DMA_START_ADDR_V0  0xd420b0c8 0x00000000
LCD_CFG_DMA_START_ADDR_0   0xd420b0cc 0x00000000
LCD_SPU_DMA_START_ADDR_Y1  0xd420b0d0 0x00000000
LCD_SPU_DMA_START_ADDR_U1  0xd420b0d4 0x00000000
LCD_SPU_DMA_START_ADDR_V1  0xd420b0d8 0x00000000
LCD_CFG_DMA_START_ADDR_1   0xd420b0dc 0x00000000
LCD_SPU_DMA_PITCH_YC       0xd420b0e0 0x00000000
LCD_SPU_DMA_PITCH_UV       0xd420b0e4 0x00000000
LCD_SPU_DMA_OVSA_HPXL_VLN  0xd420b0e8 0x00000000
LCD_SPU_DMA_HPXL_VLN       0xd420b0ec 0x00000000
LCD_SPU_DZM_HPXL_VLN       0xd420b0f0 0x00000000
LCD_CFG_GRA_START_ADDR0    0xd420b0f4 0x7DF00000
LCD_CFG_GRA_START_ADDR1    0xd420b0f8 0x00000000
LCD_CFG_GRA_PITCH          0xd420b0fc 0x00001000
LCD_SPU_GRA_OVSA_HPXL_VLN  0xd420b100 0x00000000
LCD_SPU_GRA_HPXL_VLN       0xd420b104 0x03000400
LCD_SPU_GZM_HPXL_VLN       0xd420b108 0x03000400
LCD_SPU_HWC_OVSA_HPXL_VLN  0xd420b10c 0x01800200
LCD_SPU_HWC_HPXL_VLN       0xd420b110 0x00400040
LCD_SPUT_V_H_TOTAL         0xd420b114 0x03260540
LCD_SPU_V_H_ACTIVE         0xd420b118 0x03000400
LCD_SPU_H_PORCH            0xd420b11c 0x00A00018
LCD_SPU_V_PORCH            0xd420b120 0x001D0003
LCD_SPU_BLANKCOLOR         0xd420b124 0x00000000
LCD_SPU_ALPHA_COLOR1       0xd420b128 0x00FFFFFF
LCD_SPU_ALPHA_COLOR2       0xd420b12c 0x00000000
LCD_SPU_COLORKEY_Y         0xd420b130 0x00000000
LCD_SPU_COLORKEY_U         0xd420b134 0x00000000
LCD_SPU_COLORKEY_V         0xd420b138 0x00000000
LCD_CFG_RDREG4F            0xd420b13c 0x04A004A0
LCD_SPU_SPI_RXDATA         0xd420b140 0x00000000
LCD_SPU_ISA_RSDATA         0xd420b144 0x00000000
LCD_SPU_HWC_RDDAT          0xd420b158 0x00000000
LCD_SPU_GAMMA_RDDAT        0xd420b15c 0x00000000
LCD_SPU_PALETTE_RDDAT      0xd420b160 0x00000000
LCD_SPU_IOPAD_IN           0xd420b178 0x00000000
LCD_CFG_RDREG5F            0xd420b17c 0x00000000
LCD_SPU_SPI_CTRL           0xd420b180 0x00000000
LCD_SPU_SPI_TXDATA         0xd420b184 0x00000000
LCD_SPU_SMPN_CTRL          0xd420b188 0x00000000
LCD_SPU_DMA_CTRL0          0xd420b190 0x08035040
LCD_SPU_DMA_CTRL1          0xd420b194 0x2832FF81
LCD_SPU_SRAM_CTRL          0xd420b198 0x000088FF
LCD_SPU_SRAM_WRDAT         0xd420b19c 0x00000000
LCD_SPU_SRAM_PARA0         0xd420b1a0 0x00000000
LCD_SPU_SRAM_PARA1         0xd420b1a4 0x0000FF1F
LCD_CFG_SCLK_DIV           0xd420b1a8 0xE000000A
LCD_SPU_CONTRAST           0xd420b1ac 0x00000000
LCD_SPU_SATURATION         0xd420b1b0 0x00000000
LCD_SPU_CBSH_HUE           0xd420b1b4 0x00000000
LCD_SPU_DUMB_CTRL          0xd420b1b8 0x60000000
LCD_SPU_IOPAD_CONTROL      0xd420b1bc 0x00000010
LCD_SPU_IRQ_ENA            0xd420b1c0 0x00600000
LCD_SPU_IRQ_ISR            0xd420b1c4 0x0DD01D00
LCD_MISC_CNTL              0xd420b1c8 0x00000000

=== PXA168_U2O ===
PXA168_U2O_USB2_PLL_REG0       0xd4207004 0x00005AF0
PXA168_U2O_USB2_PLL_REG1       0xd4207008 0x0000B337
PXA168_U2O_USB2_TX_REG0        0xd4207010 0x00000288
PXA168_U2O_USB2_TX_REG1        0xd4207014 0x000007C4
PXA168_U2O_USB2_TX_REG2        0xd4207018 0x00000AFF
PXA168_U2O_USB2_RX_REG0        0xd4207020 0x0000AAA1
PXA168_U2O_USB2_RX_REG1        0xd4207024 0x00003892
PXA168_U2O_USB2_RX_REG2        0xd4207028 0x00000125
PXA168_U2O_USB2_ANA_REG0       0xd4207030 0x00000110
PXA168_U2O_USB2_ANA_REG1       0xd4207034 0x00005680
PXA168_U2O_USB2_ANA_REG2       0xd4207038 0x00000000
PXA168_U2O_USB2_DIG_REG0       0xd420703c 0x00002586
PXA168_U2O_USB2_DIG_REG1       0xd4207040 0x0000E400
PXA168_U2O_USB2_DIG_REG2       0xd4207044 0x00000F13
PXA168_U2O_USB2_DIG_REG3       0xd4207048 0x00000000
PXA168_U2O_USB2_TEST_REG0      0xd420704c 0x00000000
PXA168_U2O_USB2_TEST_REG1      0xd4207050 0x0000C060
PXA168_U2O_USB2_TEST_REG2      0xd4207054 0x00000000
PXA168_U2O_USB2_CHARGER_REG0   0xd4207058 0x00000000
PXA168_U2O_USB2_OTG_REG0       0xd420705c 0x00000008
PXA168_U2O_USB2_PHY_MON0       0xd4207060 0x00000000
PXA168_U2O_USB2_RESETVE_REG0   0xd4207064 0x00000000
PXA168_U2O_USB2_ICID_REG0      0xd4207078 0x00009021
PXA168_U2O_USB2_ICID_REG1      0xd420707c 0x000000C0

=== MMP3_HSIC1 ===
MMP3_HSIC1_HSIC_PAD_CTRL       0xf0001804 0xF3038787
MMP3_HSIC1_HSIC_CTRL           0xf0001808 0x900759BF
MMP3_HSIC1_TEST_GRP_0          0xf000180c 0x00003925
MMP3_HSIC1_TEST_GRP_1          0xf0001810 0x00000000
MMP3_HSIC1_HSIC_INT            0xf0001814 0x00000002
MMP3_HSIC1_HSIC_CONFIG         0xf0001818 0x2A00A00A
MMP3_HSIC1_USBHSIC_CTRL        0xf0001820 0x00000400
MMP3_HSIC1_HSIC_USB_CTRL       0xf0001828 0x00001000

=== MMP3_FSIC ===
MMP3_FSIC_FSIC_MISC            0xf0003804 0x00001000
MMP3_FSIC_FSIC_INT             0xf0003828 0x00000000
MMP3_FSIC_FSIC_CTRL            0xf0003830 0x00000000

=== gen_tmr ===
GEN_TMR_CFG  0xd40800b0 0x00000003

=== tmr ===
TMR_CCR    0xd4014000 0x00000000
TMR_T1_M0  0xd4014004 0x0001C751
TMR_T1_M1  0xd4014008 0xFFFFFFFF
TMR_T1_M2  0xd401400c 0xFFFFFFFF
TMR_T2_M0  0xd4014010 0xFFFFFFFF
TMR_T2_M1  0xd4014014 0xFFFFFFFF
TMR_T2_M2  0xd4014018 0xFFFFFFFF
TMR_T3_M0  0xd401401c 0x00006590
TMR_T3_M1  0xd4014020 0xFFFFFFFF
TMR_T3_M2  0xd4014024 0xFFFFFFFF
TMR_CR1    0xd4014028 0x0000D69E
TMR_CR2    0xd401402c 0x5F253BED
TMR_CR3    0xd4014030 0x0000154B
TMR_SR1    0xd4014034 0x00000000
TMR_SR2    0xd4014038 0x00000000
TMR_SR3    0xd401403c 0x00000001
TMR_IER1   0xd4014040 0x00000001
TMR_IER2   0xd4014044 0x00000000
TMR_IER3   0xd4014048 0x00000001
TMR_PLVR1  0xd401404c 0x00000000
TMR_PLVR2  0xd4014050 0x00000000
TMR_PLVR3  0xd4014054 0x00000000
TMR_PLCR1  0xd4014058 0x00000001
TMR_PLCR2  0xd401405c 0x00000000
TMR_PLCR3  0xd4014060 0x00000001
TMR_WMER   0xd4014064 0x00000000
TMR_WMR    0xd4014068 0x0000FFFF
TMR_WVR    0xd401406c 0x00000000
TMR_WSR    0xd4014070 0x00000000
TMR_ICR1   0xd4014074 0x00000000
TMR_ICR2   0xd4014078 0x00000000
TMR_ICR3   0xd401407c 0x00000000
TMR_WICR   0xd4014080 0x00000000
TMR_CER    0xd4014084 0x00000003
TMR_CMR    0xd4014088 0x00000002
TMR_ILR1   0xd401408c 0x00000000
TMR_ILR2   0xd4014090 0x00000000
TMR_ILR3   0xd4014094 0x00000000
TMR_WCR    0xd4014098 0x00000000
TMR_WFAR   0xd401409c 0x00000000
TMR_WSAR   0xd40140a0 0x00000000
TMR_CVWR   0xd40140a4 0x00000000

=== gic_dist ===
GIC_DIST_CTRL                  0xe0001000 0x00000001
GIC_DIST_CTR                   0xe0001004 0x0000FC43
GIC_DIST_IIDR                  0xe0001008 0x00001369
GIC_DIST_IGROUP[0]             0xe0001080 0x00000000
GIC_DIST_IGROUP[1]             0xe0001084 0x00000000
GIC_DIST_IGROUP[2]             0xe0001088 0x00000000
GIC_DIST_IGROUP[3]             0xe000108c 0x00000000
GIC_DIST_IGROUP[4]             0xe0001090 0x00000000
GIC_DIST_IGROUP[5]             0xe0001094 0x00000000
GIC_DIST_IGROUP[6]             0xe0001098 0x00000000
GIC_DIST_IGROUP[7]             0xe000109c 0x00000000
GIC_DIST_IGROUP[8]             0xe00010a0 0x00000000
GIC_DIST_IGROUP[9]             0xe00010a4 0x00000000
GIC_DIST_IGROUP[10]            0xe00010a8 0x00000000
GIC_DIST_IGROUP[11]            0xe00010ac 0x00000000
GIC_DIST_IGROUP[12]            0xe00010b0 0x00000000
GIC_DIST_IGROUP[13]            0xe00010b4 0x00000000
GIC_DIST_IGROUP[14]            0xe00010b8 0x00000000
GIC_DIST_IGROUP[15]            0xe00010bc 0x00000000
GIC_DIST_IGROUP[16]            0xe00010c0 0x00000000
GIC_DIST_IGROUP[17]            0xe00010c4 0x00000000
GIC_DIST_IGROUP[18]            0xe00010c8 0x00000000
GIC_DIST_IGROUP[19]            0xe00010cc 0x00000000
GIC_DIST_IGROUP[20]            0xe00010d0 0x00000000
GIC_DIST_IGROUP[21]            0xe00010d4 0x00000000
